procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7972016 182112  40760 1013664    0    0     0    31 2114 5527  3  3 93  1  0 2023-12-07 16:59:21
 1  0 7972016 181960  40768 1013756    0    0    14   157 2065 5425  3  3 94  1  0 2023-12-07 16:59:26
 2  0 7972016 180424  40776 1013740    0    0     1    16 2322 6173  4  3 92  1  0 2023-12-07 16:59:31
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7972016 180860  40784 1013740    0    0     0     7 2184 5764  3  4 93  0  0 2023-12-07 16:59:36
 0  0 7972016 181528  40792 1013776    0    0     0    86 2080 5491  3  4 93  0  0 2023-12-07 16:59:41
 0  0 7972016 182704  40800 1013784    0    0     0    10 2277 6092  3  3 94  0  0 2023-12-07 16:59:46
 2  0 7972016 182640  40832 1013820    0    0     0    28 2208 5891  3  3 92  1  0 2023-12-07 16:59:51
 3  0 7972016 182112  40840 1013836    0    0     6    10 2096 5486  3  3 93  1  0 2023-12-07 16:59:56
 0  0 7972016 182408  40848 1013784    0    0     0     3 2114 5532  3  3 93  0  0 2023-12-07 17:00:01
 0  0 7972016 182648  40856 1013772    0    0     0    10 2071 5490  3  4 93  0  0 2023-12-07 17:00:06
 0  0 7972016 186572  40864 1008684    0    0     9    60 2247 5708  4  4 92  1  0 2023-12-07 17:00:11
 0  0 7972016 181280  40872 1014184    0    0    68    30 2097 5636  3  3 93  1  0 2023-12-07 17:00:16
 4  0 7972016 175000  40912 1019864    0    0  1190    31 2160 5683  3  3 90  4  0 2023-12-07 17:00:21
 1  0 7972016 173760  40920 1020424    0    0    73    14 2125 5550  4  3 92  1  0 2023-12-07 17:00:26
 0  0 7972016 171944  40928 1020604    0    0     0     3 2097 5563  3  3 93  0  0 2023-12-07 17:00:31
 2  0 7972016 173232  40936 1020768    0    0    33    53 2110 5560  4  3 93  0  0 2023-12-07 17:00:36
 1  0 7972016 173232  40952 1020656    0    0     0    95 2112 5525  3  3 91  2  0 2023-12-07 17:00:41
 0  0 7972016 170480  40960 1021004    0    0    38     7 2070 5488  3  3 93  0  0 2023-12-07 17:00:46
 0  0 7972016 171356  40984 1021156    0    0    50    42 2135 5621  3  3 92  1  0 2023-12-07 17:00:51
 0  0 7972016 164952  41252 1025984    0    0  1046    30 2176 5806  4  3 82 11  0 2023-12-07 17:00:56
 0  0 7972016 164140  41260 1026828    0    0    68    11 2067 5485  3  3 93  1  0 2023-12-07 17:01:01
 1  0 7972016 164832  41268 1026764    0    0     2     7 2087 5560  3  4 93  0  0 2023-12-07 17:01:07
 0  0 7972016 170512  41276 1021720    0    0    19     6 2164 5726  3  3 93  1  0 2023-12-07 17:01:12
 0  0 7972016 164528  41284 1026844    1    0    15    59 2354 6003  5  3 92  1  0 2023-12-07 17:01:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7972016 164280  41372 1026920    0    0     0   226 2229 5785  3  3 92  2  0 2023-12-07 17:01:22
 1  0 7972016 163784  41380 1026864    0    0     0    13 2075 5544  3  4 93  0  0 2023-12-07 17:01:27
 1  0 7972016 163672  41392 1026924    0    0     1    50 2064 5478  3  3 94  0  0 2023-12-07 17:01:32
 0  0 7972016 163504  41400 1026924    0    0     0     4 2087 5543  3  4 93  0  0 2023-12-07 17:01:37
 1  0 7972016 163380  41408 1027000    0    0     0     6 2060 5443  3  4 93  0  0 2023-12-07 17:01:42
 0  0 7972016 163048  41416 1027212    0    0    28     6 2079 5513  3  3 93  0  0 2023-12-07 17:01:47
 0  0 7972016 161016  41448 1027232    0    0     0    38 2180 5739  3  4 92  1  0 2023-12-07 17:01:52
 1  0 7972016 161560  41456 1027384    0    0    30    13 2092 5586  3  3 93  0  0 2023-12-07 17:01:57
 0  0 7972016 159824  41464 1028176    0    0     0     7 2102 5592  3  3 92  1  0 2023-12-07 17:02:02
 0  0 7972016 160716  41472 1028252    0    0    14    28 2044 5385  3  3 93  1  0 2023-12-07 17:02:07
 0  0 7972016 168884  41480 1022440    0    0     9   105 2155 5634  3  4 92  0  0 2023-12-07 17:02:12
 0  0 7972016 162740  41488 1027520    0    0     0     6 2131 5643  4  3 93  0  0 2023-12-07 17:02:17
 0  0 7972016 163648  41520 1027532    0    0     3    31 2164 5692  3  4 92  1  0 2023-12-07 17:02:22
 0  0 7972016 163712  41528 1027496    0    0     0    18 2059 5498  3  3 93  0  0 2023-12-07 17:02:27
 0  0 7972016 163928  41536 1027640    0    0     5     6 2115 5507  3  4 93  1  0 2023-12-07 17:02:32
 0  0 7972016 163868  41544 1027640    0    0     0    58 2093 5503  3  3 93  0  0 2023-12-07 17:02:37
 0  0 7972016 163432  41552 1027672    0    0     0    84 2056 5403  3  3 94  0  0 2023-12-07 17:02:42
 0  0 7972016 163028  41560 1027644    0    0     0     6 2072 5487  3  4 93  0  0 2023-12-07 17:02:47
 1  0 7972016 162532  41592 1027540    0    0     0    28 2101 5578  3  3 93  1  0 2023-12-07 17:02:52
 3  0 7972016 161676  41600 1027540    0    0     0    10 2111 5557  3  3 93  0  0 2023-12-07 17:02:57
 0  0 7972016 161692  41608 1027868    0    0     8     7 2123 5624  3  4 93  0  0 2023-12-07 17:03:02
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 3  0 7972016 161072  41616 1027872    0    0     0    10 2082 5491  3  3 93  0  0 2023-12-07 17:03:07
 0  0 7972016 165456  41624 1022616    0    0     5    10 2106 5585  3  3 93  1  0 2023-12-07 17:03:12
 1  0 7972016 159092  41632 1027856    0    0    34    98 2152 5681  3  3 93  0  0 2023-12-07 17:03:17
 0  0 7972016 160468  41664 1028104    0    0    38    31 2130 5548  3  3 93  1  0 2023-12-07 17:03:22
 0  0 7972016 161480  41672 1028108    0    0     9    12 2037 5413  3  3 93  1  0 2023-12-07 17:03:27
 0  0 7972016 161976  41680 1028148    0    0     0     9 2059 5491  3  3 94  0  0 2023-12-07 17:03:32
 0  0 7972016 162072  41688 1028148    0    0     0    47 2036 5391  3  3 94  0  0 2023-12-07 17:03:37
 1  0 7972016 162040  41696 1028180    0    0     0     6 2038 5377  3  3 94  0  0 2023-12-07 17:03:42
 0  0 7972016 162008  41704 1028252    0    0    13    90 2090 5473  3  3 92  2  0 2023-12-07 17:03:47
 0  0 7972016 161728  41736 1028212    0    0     0    27 2096 5521  3  3 92  1  0 2023-12-07 17:03:52
 2  0 7972016 159464  41744 1028212    0    0     0    12 2083 5505  3  3 93  0  0 2023-12-07 17:03:57
 0  0 7972016 160348  41892 1029416    0    0   162    10 2165 5761  3  4 91  2  0 2023-12-07 17:04:02
 0  0 7972016 162700  41900 1029448    0    0     6     6 2037 5386  3  3 93  0  0 2023-12-07 17:04:07
 0  0 7972016 168032  41908 1024128    0    0     0     6 2053 5499  3  4 93  0  0 2023-12-07 17:04:12
 0  0 7972016 162948  41916 1029184    0    0     0    23 2127 5633  3  3 93  0  0 2023-12-07 17:04:17
 0  0 7972016 161832  41948 1029188    0    0     0    29 2147 5618  4  3 92  1  0 2023-12-07 17:04:22
 0  0 7972016 160020  41956 1029184    0    0     0    10 2141 5418  4  3 93  0  0 2023-12-07 17:04:27
 2  0 7972016 159460  41964 1029256    0    0    14   157 2060 5497  3  3 94  1  0 2023-12-07 17:04:32
 0  0 7972016 158232  41972 1029256    0    0     0    14 2087 5486  3  3 93  0  0 2023-12-07 17:04:37
 0  0 7972016 160712  41980 1029360    0    0     5     8 2191 5777  3  4 93  0  0 2023-12-07 17:04:42
 0  0 7972016 160372  41988 1029436    0    0     8     6 2104 5536  3  3 93  0  0 2023-12-07 17:04:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7972016 160156  42020 1029376    0    0     0    27 2073 5541  3  3 93  1  0 2023-12-07 17:04:52
 1  0 7972016 159908  42028 1029500    0    0     0    31 2119 5624  4  3 93  0  0 2023-12-07 17:04:57
 0  0 7972016 158796  42036 1029596    0    0    24     9 2077 5510  3  3 93  1  0 2023-12-07 17:05:02
 0  0 7972016 158668  42044 1029604    0    0     0     6 2081 5468  3  3 93  0  0 2023-12-07 17:05:07
 0  0 7972016 163228  42052 1024432    0    0     6    99 2213 5738  4  3 92  1  0 2023-12-07 17:05:12
 0  0 7972016 157896  42060 1029660    0    0    16     6 2201 5822  3  3 93  1  0 2023-12-07 17:05:17
 0  0 7972016 157620  42092 1029712    0    0    15    27 2121 5577  3  3 93  1  0 2023-12-07 17:05:22
 4  2 7972016 157588  42100 1029752    1    0    10    10 2095 5523  3  3 93  0  0 2023-12-07 17:05:27
 0  0 7972016 161048  42108 1024256    0    0    20    30 2124 5675  3  3 93  1  0 2023-12-07 17:05:32
 1  0 7972016 159164  42116 1024256    0    0     0    54 2032 5344  3  3 93  0  0 2023-12-07 17:05:37
 0  0 7972016 157368  42140 1029440    0    0    42   133 2163 5721  3  3 91  2  0 2023-12-07 17:05:42
 0  0 7972016 157464  42148 1029508    0    0     0    34 2069 5473  3  3 93  0  0 2023-12-07 17:05:47
 0  0 7972016 157556  42180 1029484    0    0     0    28 2112 5593  3  3 93  1  0 2023-12-07 17:05:52
 0  1 7972016 158136  42188 1029512    0    0     0    14 2102 5589  4  3 93  0  0 2023-12-07 17:05:57
 0  0 7972016 158308  42196 1030412    0    0    14    12 2128 5614  3  3 93  1  0 2023-12-07 17:06:02
 0  0 7972016 159852  42204 1030428    0    0     3    24 2048 5437  3  3 93  0  0 2023-12-07 17:06:07
 0  0 7972016 164936  42212 1025228    0    0     0    13 2152 5783  4  4 92  0  0 2023-12-07 17:06:12
 0  0 7972016 155868  42220 1030552    0    0    24    53 2312 6096  5  4 91  0  0 2023-12-07 17:06:17
 0  1 7972016 156592  42292 1030652    0    0    16   162 2242 5846  3  3 92  2  0 2023-12-07 17:06:22
 0  0 7972016 156376  42308 1030676    0    0     0    14 2110 5598  3  3 93  1  0 2023-12-07 17:06:27
 0  0 7972016 156196  42316 1030676    0    0     0    10 2062 5447  3  3 94  0  0 2023-12-07 17:06:32
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7972016 155880  42324 1030676    0    0     0     4 2081 5520  3  3 93  0  0 2023-12-07 17:06:37
 1  0 7972016 155756  42332 1030748    0    0     0    30 2106 5547  3  3 93  0  0 2023-12-07 17:06:42
 0  0 7972016 154220  42340 1030808    0    0    18     7 2091 5552  3  3 93  0  0 2023-12-07 17:06:47
 0  0 7972016 155260  42348 1030780    0    0     0    15 2134 5572  3  4 93  0  0 2023-12-07 17:06:52
 0  0 7972016 154860  42380 1030892    0    0    10    42 2117 5570  3  3 92  1  0 2023-12-07 17:06:57
 1  0 7972016 155024  42388 1030904    0    0     0    14 2078 5511  3  3 93  0  0 2023-12-07 17:07:02
 0  0 7972016 154900  42396 1030904    0    0     0     6 2037 5367  3  3 94  0  0 2023-12-07 17:07:07
 0  0 7972016 154592  42404 1030900    0    0     0    82 2071 5542  3  4 93  0  0 2023-12-07 17:07:12
 2  0 7972016 153676  42412 1030900    0    0     0    35 2158 5685  3  4 93  0  0 2023-12-07 17:07:17
 0  0 7972016 153772  42420 1030900    0    0     0    10 2140 5627  3  3 94  0  0 2023-12-07 17:07:22
 0  0 7972016 153120  42452 1030908    0    0     0    35 2038 5449  3  3 93  1  0 2023-12-07 17:07:27
 0  0 7972016 152776  42460 1031044    0    0    10   152 2099 5493  3  4 93  0  0 2023-12-07 17:07:32
 0  0 7972016 152840  42468 1031132    0    0    12    14 2066 5452  3  3 93  0  0 2023-12-07 17:07:37
 0  0 7972016 154128  42476 1031228    0    0     0     7 2054 5446  3  3 93  0  0 2023-12-07 17:07:42
 1  0 7972016 153584  42484 1031160    0    0     0     8 2064 5470  3  3 93  0  0 2023-12-07 17:07:47
 0  0 7972016 152824  42492 1031040    0    0     0     6 2072 5452  3  3 93  0  0 2023-12-07 17:07:52
 0  0 7972016 152124  42524 1031252    0    0    26    30 2119 5643  4  3 92  1  0 2023-12-07 17:07:57
 0  0 7972016 151748  42532 1031392    0    0     0    14 2092 5555  3  3 94  0  0 2023-12-07 17:08:02
 1  0 7972016 151724  42540 1031392    0    0     0    10 2033 5363  3  4 93  0  0 2023-12-07 17:08:07
 1  0 7972016 151628  42548 1031260    0    0     0   146 2137 5618  4  3 93  0  0 2023-12-07 17:08:12
 0  0 7972016 153072  42556 1031460    0    0    12    17 2138 5708  4  4 93  0  0 2023-12-07 17:08:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7972016 151540  42564 1031488    0    0    13     7 2061 5418  3  3 93  1  0 2023-12-07 17:08:22
 2  0 7972016 155472  42596 1031548    0    0    25    32 2063 5461  4  3 92  1  0 2023-12-07 17:08:27
 0  0 7972016 155668  42604 1031588    0    0     0    11 2083 5490  3  4 93  0  0 2023-12-07 17:08:32
 0  0 7972016 154504  42612 1031592    0    0     1    49 2084 5507  3  3 94  0  0 2023-12-07 17:08:37
 0  0 7972016 155728  42620 1031588    0    0     0   104 2084 5461  3  3 92  2  0 2023-12-07 17:08:42
 0  0 7972016 154656  42628 1031632    0    0     0    10 2077 5482  3  3 93  0  0 2023-12-07 17:08:47
 0  0 7972016 154704  42636 1031648    0    0     7    12 2072 5456  3  4 93  1  0 2023-12-07 17:08:52
 1  0 7972016 155076  42668 1031684    0    0     1    33 2077 5528  3  3 93  1  0 2023-12-07 17:08:57
 0  0 7972016 160376  42676 1026596    0    0     0    14 2058 5440  3  4 93  0  0 2023-12-07 17:09:02
 0  0 7972016 160376  42684 1026684    0    0     0     6 2072 5456  3  3 94  0  0 2023-12-07 17:09:07
 1  0 7972016 153880  42692 1031724    0    0     0    26 2100 5561  3  3 93  0  0 2023-12-07 17:09:12
 0  0 7972016 155448  42700 1031668    0    0     0   110 2192 5752  3  3 93  0  0 2023-12-07 17:09:17
 0  0 7972016 155416  42708 1031708    0    0     0     8 2057 5444  3  3 94  0  0 2023-12-07 17:09:22
 0  0 7972016 155012  42740 1031688    0    0     0    31 2041 5469  3  3 93  1  0 2023-12-07 17:09:27
 0  0 7972016 154764  42748 1031668    0    0     0    10 2090 5505  3  3 93  0  0 2023-12-07 17:09:32
 0  0 7972016 154704  42756 1031668    0    0     0    48 2060 5427  3  3 94  0  0 2023-12-07 17:09:37
 1  0 7972016 154580  42764 1031700    0    0     0     9 2052 5428  4  3 93  0  0 2023-12-07 17:09:42
 1  0 7972016 154176  42772 1031708    0    0     0    22 2070 5452  3  3 93  0  0 2023-12-07 17:09:47
 0  0 7972016 154396  42780 1031688    0    0     0     6 2075 5467  3  3 93  0  0 2023-12-07 17:09:52
 0  0 7972016 152584  42812 1031672    0    0     0    29 2066 5471  3  3 93  1  0 2023-12-07 17:09:57
 0  0 7972016 152708  42820 1031784    0    0     0    14 2123 5590  3  3 93  0  0 2023-12-07 17:10:02
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7972016 154276  42828 1031764    0    0     0    10 2132 5597  4  4 92  0  0 2023-12-07 17:10:07
 1  0 7972016 153904  42836 1031700    0    0     0    79 2151 5679  4  3 92  0  0 2023-12-07 17:10:12
 0  0 7972016 153748  42844 1031684    0    0     0    11 2136 5608  3  3 93  0  0 2023-12-07 17:10:17
 0  0 7972016 152476  42852 1031804    0    0    24    26 2124 5679  3  3 93  0  0 2023-12-07 17:10:22
 0  0 7972016 152012  42884 1031804    0    0     0    30 2095 5506  3  3 92  1  0 2023-12-07 17:10:27
 0  0 7972016 151064  42892 1031808    0    0     0    12 2102 5519  3  4 93  0  0 2023-12-07 17:10:32
 0  0 7972016 152568  42900 1031812    0    0     0    51 2075 5451  3  3 94  0  0 2023-12-07 17:10:37
 0  1 7972016 152412  42916 1031836    0    0     0    78 2127 5563  3  3 93  1  0 2023-12-07 17:10:42
 0  0 7972016 152568  42932 1031892    0    0     7    38 2049 5407  3  3 93  1  0 2023-12-07 17:10:47
 1  0 7972016 152136  42940 1031872    0    0     0    10 2070 5486  3  4 93  1  0 2023-12-07 17:10:52
 0  0 7972016 152168  42972 1031872    0    0     0    41 2053 5448  3  3 93  1  0 2023-12-07 17:10:57
 0  0 7972016 159360  42988 1026920    0    0     0    20 2067 5496  4  3 93  1  0 2023-12-07 17:11:02
 0  0 7972016 159236  42996 1026924    0    0     0    15 2052 5421  3  3 94  0  0 2023-12-07 17:11:07
 0  0 7972016 153440  43004 1032456    0    0     0   118 2196 5765  3  4 91  2  0 2023-12-07 17:11:12
 0  0 7972016 155764  43012 1032104    1    0    24     8 2417 6100  6  4 90  1  0 2023-12-07 17:11:17
 1  0 7972016 155516  43076 1032168    0    0     0    49 2192 5803  3  3 92  2  0 2023-12-07 17:11:22
 0  0 7972016 154980  43108 1032148    0    0     0    28 2126 5677  3  3 92  1  0 2023-12-07 17:11:27
 0  0 7972016 154572  43116 1032148    0    0     0    12 2096 5557  4  3 93  0  0 2023-12-07 17:11:32
 0  0 7972016 156388  43124 1032152    0    0     0     6 2070 5453  3  3 93  0  0 2023-12-07 17:11:37
 2  0 7972016 156016  43132 1032184    0    0     0     6 2060 5505  3  3 94  0  0 2023-12-07 17:11:42
 0  0 7972016 156264  43140 1032192    0    0     0    30 2195 5529  3  3 93  0  0 2023-12-07 17:11:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7972016 156108  43148 1032152    0    0     0    96 2105 5535  4  3 93  0  0 2023-12-07 17:11:52
 0  0 7972016 153880  43180 1032228    0    0     0    27 2076 5507  4  3 92  1  0 2023-12-07 17:11:57
 0  0 7972016 160068  43188 1027184    0    0     0    64 2094 5502  3  3 93  0  0 2023-12-07 17:12:02
 0  0 7972016 160200  43196 1027184    0    0     0    10 2059 5418  3  3 93  0  0 2023-12-07 17:12:07
 0  0 7972016 154712  43204 1032124    0    0     0   130 2110 5552  3  3 93  0  0 2023-12-07 17:12:12
 0  0 7972016 154556  43212 1032164    0    0     0     6 2099 5591  3  4 93  0  0 2023-12-07 17:12:17
 0  0 7972016 154060  43220 1032164    0    0     0     4 2100 5591  3  3 93  0  0 2023-12-07 17:12:22
 0  0 7972016 153748  43252 1032168    0    0     0    26 2044 5465  3  3 93  1  0 2023-12-07 17:12:27
 0  0 7972016 153256  43260 1032168    0    0     0    50 2084 5489  3  3 94  0  0 2023-12-07 17:12:32
 0  0 7972016 152756  43268 1032168    0    0     0     4 2040 5439  3  3 94  0  0 2023-12-07 17:12:37
 0  0 7972016 152664  43276 1032200    0    0     0     6 2059 5419  3  3 94  0  0 2023-12-07 17:12:42
 2  0 7972016 151096  43284 1032312    0    0    19     7 2082 5494  3  3 93  1  0 2023-12-07 17:12:47
 0  0 7972016 152012  43292 1032272    0    0     0     7 2067 5494  3  3 93  0  0 2023-12-07 17:12:52
 1  0 7972016 152820  43324 1032276    0    0     0    28 2087 5523  3  4 93  1  0 2023-12-07 17:12:57
 2  0 7972016 152492  43332 1032284    0    0     0   105 2122 5563  3  3 94  0  0 2023-12-07 17:13:02
 0  0 7972016 153100  43340 1032284    0    0     0    21 2072 5450  3  3 93  0  0 2023-12-07 17:13:07
 0  0 7972016 153132  43348 1032304    0    0     0   107 2107 5609  4  3 92  1  0 2023-12-07 17:13:12
 2  0 7972016 151552  43752 1033644    0    0   351    16 2092 5621  3  3 92  1  0 2023-12-07 17:13:17
 2  0 7972016 150796  43760 1033732    0    0    18    70 2138 5491  3  4 91  2  0 2023-12-07 17:13:22
 0  0 7972016 150716  43792 1033732    0    0     0    29 2057 5459  3  3 93  1  0 2023-12-07 17:13:27
 0  0 7972016 150340  43800 1033732    0    0     0    48 2047 5517  3  3 92  1  0 2023-12-07 17:13:32
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
